team,season,game_index,date,home_away,versus,goals,goals_against,win_loss,overtime,cum_wins,cum_losses,cum_overtime_losses,streak,shots,penalty_in_minutes_against,power_play_goals,power_play_opportunities,short_handed_goals,shots_against,penalty_in_minutes_in_favor,power_play_goals_against,power_play_opportunities_against,short_handed_goals_against,attendance,game_length
WPG,2016.0,14,2015-11-05,A,OTT,2,3,L,SO,8,4,2,L 1,40,6,0,2,0,31,4,0,3,0,17195.0,163.0
WPG,2016.0,15,2015-11-07,H,PHI,0,3,L,NA,8,5,2,L 2,28,17,0,5,0,23,17,2,5,0,15294.0,147.0
WPG,2016.0,16,2015-11-10,A,MIN,3,5,L,NA,8,6,2,L 3,28,15,1,2,0,28,9,0,6,1,19153.0,151.0
WPG,2016.0,17,2015-11-12,A,DAL,3,6,L,NA,8,7,2,L 4,38,8,0,4,0,34,6,2,4,0,18010.0,149.0
WPG,2016.0,18,2015-11-14,A,NSH,0,7,L,NA,8,8,2,L 5,20,84,0,4,0,34,72,2,5,0,17113.0,162.0
WPG,2016.0,19,2015-11-16,A,STL,2,3,L,NA,8,9,2,L 6,18,15,0,5,0,28,15,1,5,0,18680.0,153.0
WPG,2016.0,20,2015-11-18,H,VAN,4,1,W,NA,9,9,2,W 1,34,19,1,4,0,30,17,1,5,0,15294.0,153.0
WPG,2016.0,21,2015-11-21,H,ARI,3,2,W,NA,10,9,2,W 2,23,12,0,5,1,29,12,2,6,0,15294.0,149.0
WPG,2016.0,22,2015-11-23,H,COL,1,4,L,NA,10,10,2,L 1,21,11,0,2,0,29,9,1,3,0,15294.0,139.0
WPG,2016.0,23,2015-11-25,A,WSH,3,5,L,NA,10,11,2,L 2,26,6,1,2,0,34,6,1,2,0,18506.0,147.0
WPG,2016.0,24,2015-11-27,A,MIN,3,1,W,NA,11,11,2,W 1,29,11,1,3,0,15,15,0,1,0,19055.0,150.0
WPG,2016.0,25,2015-11-28,A,COL,3,5,L,NA,11,12,2,L 1,28,11,0,2,1,25,9,1,3,0,16311.0,143.0
WPG,2016.0,26,2015-12-02,H,TOR,6,1,W,NA,12,12,2,W 1,35,6,1,5,0,33,10,0,3,0,15294.0,147.0
WPG,2016.0,27,2015-12-05,H,WSH,2,1,W,OT,13,12,2,W 2,36,15,1,5,0,38,17,1,4,0,15294.0,166.0
WPG,2016.0,28,2015-12-06,A,CHI,1,3,L,NA,13,13,2,L 1,31,6,0,2,0,32,4,0,3,0,21749.0,161.0
WPG,2016.0,29,2015-12-10,H,CBJ,6,4,W,NA,14,13,2,W 1,35,15,1,3,0,29,23,1,4,0,15294.0,154.0
WPG,2016.0,30,2015-12-11,A,CHI,0,2,L,NA,14,14,2,L 1,25,10,0,5,0,31,10,2,5,0,22021.0,142.0
WPG,2016.0,31,2015-12-15,H,STL,3,4,L,NA,14,15,2,L 2,36,8,0,2,0,26,6,2,3,0,15294.0,146.0
WPG,2016.0,32,2015-12-18,H,NYR,5,2,W,NA,15,15,2,W 1,36,6,0,3,0,28,8,1,2,0,15294.0,145.0
WPG,2016.0,33,2015-12-21,A,EDM,1,3,L,NA,15,16,2,L 1,45,8,0,5,0,21,12,0,2,0,16839.0,157.0
WPG,2016.0,34,2015-12-22,A,CGY,1,4,L,NA,15,17,2,L 2,20,10,0,1,0,33,2,1,5,0,19289.0,155.0
WPG,2016.0,35,2015-12-27,H,PIT,1,0,W,NA,16,17,2,W 1,28,4,0,2,0,30,4,0,2,0,15294.0,140.0
WPG,2016.0,36,2015-12-29,H,DET,4,1,W,NA,17,17,2,W 2,25,12,1,2,1,34,6,1,6,0,15294.0,142.0
WPG,2016.0,37,2015-12-31,A,ARI,2,4,L,NA,17,18,2,L 1,37,12,0,3,0,21,8,2,5,0,14027.0,154.0
WPG,2016.0,38,2016-01-02,A,SJS,4,1,W,NA,18,18,2,W 1,27,12,1,3,1,28,6,1,5,0,17562.0,146.0
WPG,2016.0,39,2016-01-03,A,ANA,1,4,L,NA,18,19,2,L 1,20,13,0,4,0,35,17,2,2,0,17174.0,148.0
WPG,2016.0,40,2016-01-05,A,NSH,4,1,W,NA,19,19,2,W 1,18,8,2,3,0,44,6,0,4,0,17113.0,145.0
WPG,2016.0,41,2016-01-07,A,DAL,1,2,L,SO,19,19,3,L 1,33,6,0,3,0,24,8,0,2,0,18532.0,162.0
WPG,2016.0,42,2016-01-10,H,BUF,2,4,L,NA,19,20,3,L 2,44,11,1,2,0,29,9,1,3,0,15294.0,164.0
WPG,2016.0,43,2016-01-12,H,SJS,1,4,L,NA,19,21,3,L 3,22,35,1,3,0,27,16,1,6,1,15294.0,148.0
WPG,2016.0,44,2016-01-14,H,NSH,5,4,W,OT,20,21,3,W 1,24,15,1,5,0,35,21,1,2,0,15294.0,158.0
WPG,2016.0,45,2016-01-15,A,MIN,1,0,W,NA,21,21,3,W 2,26,6,0,2,0,24,4,0,3,0,19222.0,139.0
WPG,2016.0,46,2016-01-18,H,COL,1,2,L,NA,21,22,3,L 1,37,4,0,2,0,34,2,1,2,0,15294.0,140.0
WPG,2016.0,47,2016-01-21,H,NSH,1,4,L,NA,21,23,3,L 2,27,11,0,4,0,28,13,1,3,0,15294.0,144.0
WPG,2016.0,48,2016-01-23,H,NJD,1,3,L,NA,21,24,3,L 3,23,4,1,1,0,16,2,1,2,0,15294.0,141.0
WPG,2016.0,49,2016-01-26,H,ARI,5,2,W,NA,22,24,3,W 1,37,15,1,4,1,34,13,0,5,0,15294.0,147.0
WPG,2016.0,50,2016-02-02,H,DAL,3,5,L,NA,22,25,3,L 1,24,10,1,3,0,27,8,1,4,0,15294.0,144.0
WPG,2016.0,51,2016-02-05,H,CAR,3,5,L,NA,22,26,3,L 2,36,8,1,2,0,29,4,1,4,0,15294.0,140.0
WPG,2016.0,52,2016-02-06,A,COL,4,2,W,NA,23,26,3,W 1,39,36,1,2,0,34,30,1,4,0,14983.0,165.0
WPG,2016.0,53,2016-02-09,A,STL,2,1,W,SO,24,26,3,W 2,33,6,0,5,0,22,8,1,3,0,18323.0,161.0
WPG,2016.0,54,2016-02-11,H,BOS,2,6,L,NA,24,27,3,L 1,36,23,1,5,0,39,27,0,3,0,15294.0,154.0
WPG,2016.0,55,2016-02-13,A,EDM,2,1,W,SO,25,27,3,W 1,33,17,0,6,0,22,19,0,5,1,16839.0,163.0
WPG,2016.0,56,2016-02-16,A,CAR,1,2,L,NA,25,28,3,L 1,21,10,0,4,0,29,6,2,5,0,10489.0,138.0
WPG,2016.0,57,2016-02-18,A,TBL,5,6,L,SO,25,28,4,L 2,41,17,2,4,1,26,17,0,5,0,19092.0,167.0
WPG,2016.0,58,2016-02-20,A,FLA,1,3,L,NA,25,29,4,L 3,30,8,1,4,0,32,8,1,4,0,16210.0,147.0
WPG,2016.0,59,2016-02-23,H,DAL,3,5,L,NA,25,30,4,L 4,25,10,0,4,1,27,8,2,5,0,15294.0,152.0
WPG,2016.0,60,2016-02-25,A,DAL,6,3,W,NA,26,30,4,W 1,28,12,0,2,0,30,8,2,4,0,18532.0,151.0
WPG,2016.0,61,2016-02-27,A,PIT,1,4,L,NA,26,31,4,L 1,28,2,1,2,0,33,4,0,1,0,18650.0,143.0
WPG,2016.0,62,2016-03-01,H,FLA,2,3,L,NA,26,32,4,L 2,32,6,0,4,0,22,8,1,3,0,15294.0,141.0
WPG,2016.0,63,2016-03-03,H,NYI,3,4,L,OT,26,32,5,L 3,29,8,1,4,0,27,8,0,4,0,15294.0,152.0
WPG,2016.0,64,2016-03-05,H,MTL,4,2,W,NA,27,32,5,W 1,30,4,0,3,0,28,6,0,2,0,15294.0,140.0
WPG,2016.0,65,2016-03-06,H,EDM,1,2,L,NA,27,33,5,L 1,40,4,0,2,0,31,4,0,2,0,15294.0,141.0
WPG,2016.0,66,2016-03-08,H,NSH,2,4,L,NA,27,34,5,L 2,23,10,0,4,0,31,16,0,5,0,15294.0,150.0
WPG,2016.0,67,2016-03-10,A,DET,2,3,L,NA,27,35,5,L 3,25,20,0,4,0,35,12,0,3,0,20027.0,149.0
WPG,2016.0,68,2016-03-12,H,COL,3,2,W,NA,28,35,5,W 1,30,6,1,4,0,37,8,1,3,0,15294.0,149.0
WPG,2016.0,69,2016-03-14,A,VAN,5,2,W,NA,29,35,5,W 2,29,8,0,2,0,28,6,0,3,0,18361.0,134.0
WPG,2016.0,70,2016-03-16,A,CGY,1,4,L,NA,29,36,5,L 1,29,11,0,2,0,21,9,1,3,0,18929.0,151.0
WPG,2016.0,71,2016-03-18,H,CHI,0,4,L,NA,29,37,5,L 2,28,9,0,4,0,36,15,0,1,0,15294.0,143.0
WPG,2016.0,72,2016-03-20,H,ANA,2,3,L,OT,29,37,6,L 3,29,9,0,3,0,33,11,1,2,0,15294.0,160.0
WPG,2016.0,73,2016-03-22,H,VAN,2,0,W,NA,30,37,6,W 1,49,4,0,3,0,28,6,0,2,0,15294.0,137.0
WPG,2016.0,74,2016-03-24,H,LAK,4,1,W,NA,31,37,6,W 2,24,6,0,4,0,34,8,1,3,0,15294.0,143.0
WPG,2016.0,75,2016-03-26,A,BUF,2,3,L,NA,31,38,6,L 1,19,4,0,1,0,29,2,0,2,0,19070.0,144.0
WPG,2016.0,76,2016-03-28,A,PHI,2,3,L,OT,31,38,7,L 2,28,6,0,0,0,32,2,0,2,0,19100.0,156.0
WPG,2016.0,77,2016-03-30,H,OTT,1,2,L,NA,31,39,7,L 3,21,18,0,3,0,19,18,0,2,0,15294.0,138.0
WPG,2016.0,78,2016-04-01,H,CHI,4,5,L,OT,31,39,8,L 4,32,6,0,3,0,27,6,1,3,0,15294.0,158.0
WPG,2016.0,79,2016-04-03,H,MIN,5,1,W,NA,32,39,8,W 1,34,6,2,3,0,29,8,0,2,0,15294.0,145.0
WPG,2016.0,80,2016-04-05,A,ANA,2,1,W,OT,33,39,8,W 2,26,8,0,3,0,28,6,1,4,0,16743.0,152.0
WPG,2016.0,81,2016-04-07,A,SJS,5,4,W,NA,34,39,8,W 3,26,8,2,4,0,25,8,2,4,0,15900.0,146.0
WPG,2016.0,82,2016-04-09,A,LAK,4,3,W,SO,35,39,8,W 4,31,0,0,3,0,29,6,0,0,0,18449.0,166.0
WSH,2016.0,1,2015-10-10,H,NJD,5,3,W,NA,1,0,0,W 1,27,8,2,5,1,24,12,1,3,0,18506.0,155.0
WSH,2016.0,2,2015-10-13,H,SJS,0,5,L,NA,1,1,0,L 1,31,10,0,4,0,32,8,1,5,0,18506.0,153.0
WSH,2016.0,3,2015-10-15,H,CHI,4,1,W,NA,2,1,0,W 1,24,2,1,2,0,27,4,0,1,0,18506.0,137.0
WSH,2016.0,4,2015-10-17,H,CAR,4,1,W,NA,3,1,0,W 2,34,10,2,2,0,19,6,0,4,0,18506.0,146.0
WSH,2016.0,5,2015-10-20,A,CGY,6,2,W,NA,4,1,0,W 3,30,4,0,3,0,19,6,0,2,0,18303.0,148.0
WSH,2016.0,6,2015-10-22,A,VAN,3,2,W,NA,5,1,0,W 4,35,6,0,2,0,25,4,1,3,0,18188.0,137.0
WSH,2016.0,7,2015-10-23,A,EDM,7,4,W,NA,6,1,0,W 5,26,12,2,4,0,23,8,1,6,0,16839.0,148.0
WSH,2016.0,8,2015-10-28,H,PIT,1,3,L,NA,6,2,0,L 1,34,8,0,3,0,25,8,0,3,0,18506.0,147.0
WSH,2016.0,9,2015-10-30,H,CBJ,2,1,W,NA,7,2,0,W 1,28,6,0,2,0,30,4,0,3,0,18506.0,147.0
WSH,2016.0,10,2015-10-31,A,FLA,2,1,W,OT,8,2,0,W 2,27,6,0,2,0,27,4,0,3,0,11207.0,154.0
WSH,2016.0,11,2015-11-03,A,NYR,2,5,L,NA,8,3,0,L 1,34,2,0,2,0,22,4,0,1,0,18006.0,146.0
WSH,2016.0,12,2015-11-05,H,BOS,4,1,W,NA,9,3,0,W 1,31,9,1,4,0,29,11,1,2,0,18506.0,155.0
WSH,2016.0,13,2015-11-07,H,TOR,3,2,W,SO,10,3,0,W 2,31,10,1,6,0,25,14,1,3,0,18506.0,172.0
WSH,2016.0,14,2015-11-10,A,DET,0,1,L,NA,10,4,0,L 1,38,2,0,3,0,27,6,0,1,0,20027.0,141.0
WSH,2016.0,15,2015-11-12,A,PHI,5,2,W,NA,11,4,0,W 1,32,13,2,3,0,20,11,1,4,0,19414.0,154.0
WSH,2016.0,16,2015-11-13,H,CGY,2,3,L,OT,11,4,1,L 1,36,9,0,2,0,29,9,0,2,0,18506.0,155.0
WSH,2016.0,17,2015-11-18,A,DET,2,1,W,OT,12,4,1,W 1,27,4,1,6,0,26,10,0,2,0,20027.0,146.0
WSH,2016.0,18,2015-11-19,H,DAL,2,3,L,NA,12,5,1,L 1,35,4,0,0,0,31,0,0,2,0,18506.0,147.0
WSH,2016.0,19,2015-11-21,H,COL,7,3,W,NA,13,5,1,W 1,32,19,1,4,0,27,25,1,1,0,18506.0,154.0
WSH,2016.0,20,2015-11-23,H,EDM,1,0,W,NA,14,5,1,W 2,30,6,0,3,0,33,6,0,3,0,18506.0,141.0
WSH,2016.0,21,2015-11-25,H,WPG,5,3,W,NA,15,5,1,W 3,34,6,1,2,0,26,6,1,2,0,18506.0,147.0
WSH,2016.0,22,2015-11-27,H,TBL,4,2,W,NA,16,5,1,W 4,37,6,3,4,0,34,10,0,2,0,18506.0,158.0
WSH,2016.0,23,2015-11-28,A,TOR,4,2,W,NA,17,5,1,W 5,23,4,2,3,0,34,6,1,2,0,19053.0,145.0
WSH,2016.0,24,2015-12-03,A,MTL,3,2,W,NA,18,5,1,W 6,19,6,0,3,0,35,6,0,3,1,21288.0,150.0
WSH,2016.0,25,2015-12-05,A,WPG,1,2,L,OT,18,5,2,L 1,38,17,1,4,0,36,15,1,5,0,15294.0,166.0
WSH,2016.0,26,2015-12-08,H,DET,3,2,W,SO,19,5,2,W 1,40,2,1,5,0,23,10,0,1,0,18506.0,161.0
WSH,2016.0,27,2015-12-10,A,FLA,1,4,L,NA,19,6,2,L 1,21,25,0,5,0,26,14,1,6,0,12810.0,167.0
WSH,2016.0,28,2015-12-12,A,TBL,2,1,W,NA,20,6,2,W 1,20,18,0,2,0,36,14,1,4,0,19092.0,152.0
WSH,2016.0,29,2015-12-14,A,PIT,4,1,W,NA,21,6,2,W 2,34,9,1,4,0,45,13,0,2,0,18520.0,156.0
WSH,2016.0,30,2015-12-16,H,OTT,2,1,W,NA,22,6,2,W 3,25,14,0,2,0,27,6,1,3,0,18506.0,147.0
WSH,2016.0,31,2015-12-18,H,TBL,5,3,W,NA,23,6,2,W 4,23,8,3,4,0,19,10,0,3,0,18506.0,145.0
WSH,2016.0,32,2015-12-20,A,NYR,7,3,W,NA,24,6,2,W 5,30,14,2,3,1,36,10,1,5,0,18006.0,151.0
WSH,2016.0,33,2015-12-21,A,CAR,2,1,W,NA,25,6,2,W 6,21,4,0,2,0,32,4,0,3,0,13228.0,137.0
WSH,2016.0,34,2015-12-26,H,MTL,3,1,W,NA,26,6,2,W 7,33,11,0,2,0,30,11,0,2,0,18506.0,151.0
WSH,2016.0,35,2015-12-28,A,BUF,2,0,W,NA,27,6,2,W 8,26,11,0,1,0,31,7,0,3,0,19070.0,150.0
WSH,2016.0,36,2015-12-30,H,BUF,5,2,W,NA,28,6,2,W 9,43,10,1,3,0,27,10,0,4,0,18506.0,158.0
WSH,2016.0,37,2015-12-31,A,CAR,2,4,L,NA,28,7,2,L 1,32,8,0,0,0,37,2,0,3,0,14134.0,146.0
WSH,2016.0,38,2016-01-02,A,CBJ,4,5,L,SO,28,7,3,L 2,33,6,2,6,0,29,12,2,3,0,17170.0,168.0
WSH,2016.0,39,2016-01-05,A,BOS,3,2,W,NA,29,7,3,W 1,29,8,1,3,0,27,6,1,4,0,17565.0,146.0
WSH,2016.0,40,2016-01-07,A,NYI,4,1,W,NA,30,7,3,W 2,38,6,0,2,0,35,6,0,2,0,14261.0,142.0
WSH,2016.0,41,2016-01-09,A,NYR,4,3,W,OT,31,7,3,W 3,31,6,1,3,0,26,6,0,3,0,18006.0,155.0
WSH,2016.0,42,2016-01-10,H,OTT,7,1,W,NA,32,7,3,W 4,36,10,2,3,0,33,8,0,4,0,18506.0,152.0
WSH,2016.0,43,2016-01-14,H,VAN,4,1,W,NA,33,7,3,W 5,40,8,0,2,0,30,6,1,3,0,18605.0,143.0
WSH,2016.0,44,2016-01-16,A,BUF,1,4,L,NA,33,8,3,L 1,34,19,0,4,0,29,17,1,5,1,19070.0,148.0
WSH,2016.0,45,2016-01-17,H,NYR,5,2,W,NA,34,8,3,W 1,24,8,2,4,0,33,8,0,4,0,18506.0,159.0
WSH,2016.0,46,2016-01-19,A,CBJ,6,3,W,NA,35,8,3,W 2,28,13,2,2,0,35,11,1,3,0,12291.0,148.0
WSH,2016.0,47,2016-01-27,H,PHI,3,4,L,OT,35,8,4,L 1,30,12,0,2,0,32,4,1,5,0,18506.0,158.0
WSH,2016.0,48,2016-02-02,H,FLA,2,5,L,NA,35,9,4,L 2,38,8,0,8,0,19,16,2,4,0,18506.0,155.0
WSH,2016.0,49,2016-02-04,H,NYI,3,2,W,NA,36,9,4,W 1,23,4,0,2,0,26,4,0,2,0,18506.0,143.0
WSH,2016.0,50,2016-02-06,A,NJD,3,2,W,SO,37,9,4,W 2,29,4,0,3,0,24,6,1,2,0,16514.0,154.0
WSH,2016.0,51,2016-02-07,H,PHI,3,2,W,NA,38,9,4,W 3,30,8,0,2,0,35,4,0,5,0,18506.0,156.0
WSH,2016.0,52,2016-02-09,A,NSH,5,3,W,NA,39,9,4,W 4,23,8,1,3,0,26,6,1,6,0,17113.0,153.0
WSH,2016.0,53,2016-02-11,A,MIN,4,3,W,NA,40,9,4,W 5,33,10,1,5,0,36,10,1,5,0,19213.0,161.0
WSH,2016.0,54,2016-02-13,A,DAL,3,4,L,NA,40,10,4,L 1,23,6,1,3,0,35,6,1,4,0,18532.0,144.0
WSH,2016.0,55,2016-02-16,H,LAK,3,1,W,NA,41,10,4,W 1,32,11,0,5,0,40,15,0,3,1,18506.0,152.0
WSH,2016.0,56,2016-02-18,A,NYI,3,2,W,OT,42,10,4,W 2,35,8,1,5,0,22,14,0,2,0,15795.0,164.0
WSH,2016.0,57,2016-02-20,H,NJD,4,3,W,NA,43,10,4,W 3,32,2,0,3,0,24,4,0,1,0,18506.0,146.0
WSH,2016.0,58,2016-02-22,H,ARI,3,2,W,NA,44,10,4,W 4,34,12,1,4,0,27,8,0,6,0,18506.0,158.0
WSH,2016.0,59,2016-02-24,H,MTL,3,4,L,NA,44,11,4,L 1,36,8,0,3,0,34,8,1,3,0,18506.0,163.0
WSH,2016.0,60,2016-02-26,H,MIN,3,2,W,NA,45,11,4,W 1,27,6,1,1,0,32,2,1,3,0,18605.0,141.0
WSH,2016.0,61,2016-02-28,A,CHI,2,3,L,NA,45,12,4,L 1,30,10,2,5,0,23,10,1,4,0,22218.0,144.0
WSH,2016.0,62,2016-03-01,H,PIT,3,2,W,NA,46,12,4,W 1,37,8,1,3,0,30,10,0,2,0,18506.0,150.0
WSH,2016.0,63,2016-03-02,H,TOR,3,2,W,NA,47,12,4,W 2,23,10,1,4,0,29,10,0,4,0,18506.0,152.0
WSH,2016.0,64,2016-03-04,H,NYR,2,3,L,NA,47,13,4,L 1,34,6,1,2,0,23,6,1,2,0,18506.0,157.0
WSH,2016.0,65,2016-03-05,A,BOS,2,1,W,OT,48,13,4,W 1,30,16,0,3,0,34,13,0,5,0,17565.0,160.0
WSH,2016.0,66,2016-03-07,A,ANA,2,1,W,SO,49,13,4,W 2,32,8,0,4,0,28,4,0,4,0,17174.0,158.0
WSH,2016.0,67,2016-03-09,A,LAK,3,4,L,OT,49,13,5,L 1,32,18,1,1,0,30,14,1,3,0,18324.0,158.0
WSH,2016.0,68,2016-03-12,A,SJS,2,5,L,NA,49,14,5,L 2,25,4,1,3,0,28,6,1,2,1,17562.0,146.0
WSH,2016.0,69,2016-03-15,H,CAR,2,1,W,OT,50,14,5,W 1,31,4,0,1,0,26,2,0,2,0,18506.0,142.0
WSH,2016.0,70,2016-03-18,H,NSH,4,1,W,NA,51,14,5,W 2,29,6,0,5,0,21,20,1,3,0,18506.0,148.0
WSH,2016.0,71,2016-03-20,A,PIT,2,6,L,NA,51,15,5,L 1,18,41,0,2,0,31,22,1,7,0,18656.0,161.0
WSH,2016.0,72,2016-03-22,A,OTT,4,2,W,NA,52,15,5,W 1,22,6,1,2,0,30,4,0,4,0,19313.0,148.0
WSH,2016.0,73,2016-03-25,A,NJD,1,0,W,OT,53,15,5,W 2,26,8,0,2,0,22,6,0,3,0,16514.0,147.0
WSH,2016.0,74,2016-03-26,H,STL,0,4,L,NA,53,16,5,L 1,32,4,0,2,0,29,8,0,0,0,18506.0,141.0
WSH,2016.0,75,2016-03-28,H,CBJ,4,1,W,NA,54,16,5,W 1,40,6,1,5,0,22,10,0,3,0,18506.0,146.0
WSH,2016.0,76,2016-03-30,A,PHI,1,2,L,SO,54,16,6,L 1,30,12,1,3,0,34,12,1,3,0,19850.0,170.0
WSH,2016.0,77,2016-04-01,A,COL,4,2,W,NA,55,16,6,W 1,47,6,1,3,0,19,6,1,3,0,18049.0,144.0
WSH,2016.0,78,2016-04-02,A,ARI,0,3,L,NA,55,17,6,L 1,31,7,0,2,0,27,9,0,1,0,17125.0,138.0
WSH,2016.0,79,2016-04-05,H,NYI,3,4,L,OT,55,17,7,L 2,32,13,0,1,0,27,11,0,2,0,18506.0,153.0
WSH,2016.0,80,2016-04-07,H,PIT,3,4,L,OT,55,17,8,L 3,30,13,0,4,0,35,10,0,4,1,18506.0,157.0
WSH,2016.0,81,2016-04-09,A,STL,5,1,W,NA,56,17,8,W 1,36,6,0,2,0,20,4,0,3,0,19610.0,143.0
WSH,2016.0,82,2016-04-10,H,ANA,0,2,L,NA,56,18,8,L 1,24,13,0,3,0,21,13,0,3,0,18506.0,142.0
ANA,2017.0,1,2016-10-13,A,DAL,2,4,L,,0,1,0,L 1,35,8,0,5,1,20,10,0,4,0,18532.0,150.0
ANA,2017.0,2,2016-10-15,A,PIT,2,3,L,,0,2,0,L 2,36,6,1,3,0,45,6,1,3,0,18452.0,158.0
ANA,2017.0,3,2016-10-16,A,NYI,2,3,L,OT,0,2,1,L 3,26,10,0,4,0,30,10,0,4,0,15795.0,157.0
ANA,2017.0,4,2016-10-18,A,NJD,1,2,L,,0,3,1,L 4,24,19,1,4,0,28,13,2,7,0,16514.0,157.0
ANA,2017.0,5,2016-10-20,A,PHI,3,2,W,,1,3,1,W 1,26,16,0,2,0,22,6,1,7,0,19982.0,143.0
ANA,2017.0,6,2016-10-23,H,VAN,4,2,W,,2,3,1,W 2,37,4,1,2,0,19,4,0,2,1,17174.0,149.0
ANA,2017.0,7,2016-10-25,A,SJS,1,2,L,OT,2,3,2,L 1,20,13,0,3,0,36,21,1,5,0,17562.0,156.0
ANA,2017.0,8,2016-10-26,H,NSH,6,1,W,,3,3,2,W 1,26,10,3,4,2,29,8,1,5,0,15421.0,156.0
ANA,2017.0,9,2016-10-28,H,CBJ,0,4,L,,3,4,2,L 1,35,17,0,4,0,37,15,1,5,0,15841.0,152.0
ANA,2017.0,10,2016-11-01,A,LAK,4,0,W,,4,4,2,W 1,21,48,2,4,0,30,44,0,1,0,18230.0,159.0
ANA,2017.0,11,2016-11-02,H,PIT,1,5,L,,4,5,2,L 1,33,13,1,3,0,34,13,1,3,0,15543.0,153.0
ANA,2017.0,12,2016-11-04,H,ARI,5,1,W,,5,5,2,W 1,33,9,1,2,0,22,11,0,1,0,16405.0,153.0
ANA,2017.0,13,2016-11-06,H,CGY,4,1,W,,6,5,2,W 2,21,20,2,3,0,26,22,0,2,0,16218.0,147.0
ANA,2017.0,14,2016-11-09,A,CBJ,2,3,L,OT,6,5,3,L 1,32,6,0,3,0,18,6,0,3,0,10250.0,159.0
ANA,2017.0,15,2016-11-10,A,CAR,4,2,W,,7,5,3,W 1,27,9,0,3,0,30,11,0,2,0,8086.0,152.0
ANA,2017.0,16,2016-11-12,A,NSH,0,5,L,,7,6,3,L 1,27,18,0,6,0,27,22,1,4,1,17309.0,157.0
ANA,2017.0,17,2016-11-15,H,EDM,4,1,W,,8,6,3,W 1,27,15,1,3,0,34,13,0,4,0,15600.0,153.0
ANA,2017.0,18,2016-11-17,H,NJD,3,2,W,,9,6,3,W 2,23,6,0,2,0,29,4,0,3,0,14954.0,166.0
ANA,2017.0,19,2016-11-20,H,LAK,2,3,L,,9,7,3,L 1,30,11,1,7,0,29,19,2,3,0,16611.0,158.0
ANA,2017.0,20,2016-11-22,H,NYI,2,3,L,SO,9,7,4,L 2,41,8,1,2,0,35,4,1,5,0,15161.0,187.0
ANA,2017.0,21,2016-11-25,H,CHI,2,3,L,,9,8,4,L 3,36,4,0,2,0,25,4,1,2,0,17174.0,153.0
ANA,2017.0,22,2016-11-26,A,SJS,3,2,W,,10,8,4,W 1,26,6,1,1,0,23,2,1,3,0,17562.0,161.0
ARI,2017.0,1,2016-10-15,H,PHI,4,3,W,OT,1,0,0,W 1,35,6,1,6,1,30,30,0,4,0,17125.0,159.0
ARI,2017.0,2,2016-10-18,A,OTT,4,7,L,,1,1,0,L 1,35,6,1,5,0,42,14,1,2,1,11061.0,163.0
ARI,2017.0,3,2016-10-20,A,MTL,2,5,L,,1,2,0,L 2,29,10,0,2,1,43,6,1,4,0,21288.0,153.0
ARI,2017.0,4,2016-10-21,A,NYI,2,3,L,,1,3,0,L 3,25,8,0,4,0,31,10,0,3,1,13076.0,158.0
ARI,2017.0,5,2016-10-23,A,NYR,2,3,L,,1,4,0,L 4,29,4,0,1,0,26,2,1,2,0,18006.0,146.0
ARI,2017.0,6,2016-10-25,A,NJD,3,5,L,,1,5,0,L 5,31,6,1,3,0,35,6,2,3,0,12756.0,150.0
ARI,2017.0,7,2016-10-27,A,PHI,5,4,W,,2,5,0,W 1,25,31,0,3,1,32,11,2,8,0,19432.0,159.0
ARI,2017.0,8,2016-10-29,H,COL,2,3,L,,2,6,0,L 1,26,6,0,4,0,34,6,1,3,0,13533.0,146.0
ARI,2017.0,9,2016-11-01,H,SJS,3,2,W,,3,6,0,W 1,30,9,0,2,0,41,9,0,2,0,11046.0,156.0
ARI,2017.0,10,2016-11-03,H,NSH,3,2,W,SO,4,6,0,W 2,28,14,0,3,0,37,6,1,7,0,10745.0,160.0
ARI,2017.0,11,2016-11-04,A,ANA,1,5,L,,4,7,0,L 1,22,11,0,1,0,33,9,1,2,0,16405.0,153.0
ARI,2017.0,12,2016-11-08,A,COL,4,2,W,,5,7,0,W 1,25,7,1,4,0,27,13,1,1,0,13858.0,147.0
ARI,2017.0,13,2016-11-10,H,WPG,2,3,L,,5,8,0,L 1,25,9,0,1,0,27,7,0,2,0,11185.0,142.0
ARI,2017.0,14,2016-11-12,H,BOS,1,2,L,,5,9,0,L 2,32,5,1,3,0,29,11,0,0,0,16531.0,155.0
ARI,2017.0,15,2016-11-16,A,CGY,1,2,L,OT,5,9,1,L 3,21,8,0,3,0,24,6,0,3,0,18202.0,157.0
ARI,2017.0,16,2016-11-17,A,VAN,2,3,L,OT,5,9,2,L 4,36,4,1,2,0,42,4,1,2,0,18027.0,176.0
ARI,2017.0,17,2016-11-19,H,SJS,3,2,W,OT,6,9,2,W 1,26,7,1,4,0,45,13,0,3,0,13148.0,158.0
ARI,2017.0,18,2016-11-23,H,VAN,1,4,L,,6,10,2,L 1,36,4,0,2,0,27,4,0,2,0,11256.0,148.0
ARI,2017.0,19,2016-11-25,H,EDM,3,2,W,SO,7,10,2,W 1,41,6,0,3,0,34,6,0,3,0,14950.0,174.0
BOS,2017.0,1,2016-10-13,A,CBJ,6,3,W,,1,0,0,W 1,37,8,0,2,0,31,6,1,3,0,18144.0,149.0
